system:index,area,landcover,grid,.geo,lon,lat
1_2_194_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13842576003465,30.253237559756215]}",107.1384258,30.25323756
1_2_195_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06188929782766,30.26024441897235]}",107.0618893,30.26024442
1_2_196_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.16106330519446,30.31845524938329]}",107.1610633,30.31845525
1_2_197_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.12495103077285,30.281264996620745]}",107.124951,30.281265
1_2_198_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01769218584899,30.205267523584233]}",107.0176922,30.20526752
1_2_199_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91366727594794,30.162687379116967]}",106.9136673,30.16268738
1_2_200_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95732539875615,30.09693070031942]}",106.9573254,30.0969307
1_2_201_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.12333406326144,30.29851265007584]}",107.1233341,30.29851265
1_2_202_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90504344922039,30.15729748741225]}",106.9050434,30.15729749
1_2_203_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05596041695247,30.196104707686214]}",107.0559604,30.19610471
1_2_204_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10932034482917,30.285037920814045]}",107.1093203,30.28503792
1_2_205_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08344886464653,30.23221698210782]}",107.0834489,30.23221698
1_2_206_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08452684298747,30.265634310677065]}",107.0845268,30.26563431
1_2_207_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11201529068153,30.240840808835365]}",107.1120153,30.24084081
1_2_208_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97619001972265,30.15999243326461]}",106.97619,30.15999243
1_2_209_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.14219868422795,30.251620592244798]}",107.1421987,30.25162059
1_2_210_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96864417133605,30.11687329962687]}",106.9686442,30.1168733
1_2_211_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02739399091747,30.212813371970835]}",107.027394,30.21281337
1_2_212_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02038713170134,30.18801987012914]}",107.0203871,30.18801987
1_2_213_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.16860915358106,30.261861386483762]}",107.1686092,30.26186139
1_2_214_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13411384667087,30.228444057914515]}",107.1341138,30.22844406
1_2_215_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05057052524775,30.22359315538027]}",107.0505705,30.22359316
1_2_216_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13195788998898,30.29527871505301]}",107.1319579,30.29527872
1_2_217_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95840337709708,30.152446584878003]}",106.9584034,30.15244658
1_2_218_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00583442409861,30.214969328652725]}",107.0058344,30.21496933
1_2_219_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13303586832993,30.253776548926687]}",107.1330359,30.25377655
1_2_220_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15998532685352,30.356184491316313]}",107.1599853,30.35618449
1_2_221_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.083987853817,30.25808846229046]}",107.0839879,30.25808846
1_2_222_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92229110267549,30.09477474363753]}",106.9222911,30.09477474
1_2_223_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0171531966785,30.18801987012914]}",107.0171532,30.18801987
1_2_224_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07805897294182,30.228983047084988]}",107.078059,30.22898305
1_2_225_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.12171709575001,30.331390989474613]}",107.1217171,30.33139099
1_2_226_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07159110289615,30.19233178349291]}",107.0715911,30.19233178
1_2_227_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9713391171884,30.17885705423112]}",106.9713391,30.17885705
1_2_228_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.09045572386266,30.224671133721213]}",107.0904557,30.22467113
1_2_229_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.1470495867622,30.25862745146093]}",107.1470496,30.25862745
1_2_230_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13087991164804,30.250542613903857]}",107.1308799,30.25054261
1_2_231_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08560482132842,30.269946224040837]}",107.0856048,30.26994622
1_2_232_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98050193308643,30.09369676529659]}",106.9805019,30.09369677
1_2_233_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.12063911740907,30.293122758371123]}",107.1206391,30.29312276
1_2_234_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0155362291671,30.203111566902344]}",107.0155362,30.20311157
1_2_235_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00313947824624,30.216586296164138]}",107.0031395,30.2165863
1_2_236_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13249687915946,30.306597487632914]}",107.1324969,30.30659749
1_2_237_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98050193308643,30.17939604340159]}",106.9805019,30.17939604
1_2_238_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11902214989766,30.247308678881026]}",107.1190221,30.24730868
1_2_239_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15729038100115,30.31737727104235]}",107.1572904,30.31737727
1_2_240_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94061673447152,30.12603611552489]}",106.9406167,30.12603612
1_2_241_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93468785359633,30.143822758150456]}",106.9346879,30.14382276
1_2_242_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07913695128275,30.20149459939093]}",107.079137,30.2014946
1_2_243_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00906835912143,30.216047306993666]}",107.0090684,30.21604731
1_2_244_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07482503791898,30.1982606643681]}",107.074825,30.19826066
1_2_245_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95678640958567,30.10447654870602]}",106.9567864,30.10447655
1_2_246_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91366727594794,30.162148389946495]}",106.9136673,30.16214839
1_2_247_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08075391879417,30.228444057914515]}",107.0807539,30.22844406
1_2_248_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.14651059759171,30.31090940099669]}",107.1465106,30.3109094
1_2_249_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0494925469068,30.206884491095646]}",107.0494925,30.20688449
1_2_250_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10878135565869,30.227905068744043]}",107.1087814,30.22790507
1_2_251_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13950373837558,30.240840808835365]}",107.1395037,30.24084081
1_2_252_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94061673447152,30.134120953081965]}",106.9406167,30.13412095
1_2_253_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93630482110775,30.147056693173287]}",106.9363048,30.14705669
1_2_254_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11417124736342,30.328157054451783]}",107.1141712,30.32815705
1_2_255_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13249687915946,30.304441530951028]}",107.1324969,30.30444153
1_2_256_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13680879252323,30.30821445514433]}",107.1368088,30.30821446
1_2_257_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10446944229493,30.287193877495934]}",107.1044694,30.28719388
1_2_258_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05218749275917,30.200955610220458]}",107.0521875,30.20095561
1_2_259_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9449286478353,30.143822758150456]}",106.9449286,30.14382276
1_2_260_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.16753117524011,30.273180159063667]}",107.1675312,30.27318016
1_2_261_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.14219868422795,30.26132239731329]}",107.1421987,30.2613224
1_2_262_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.1163272040453,30.266712289018006]}",107.1163272,30.26671229
1_2_263_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11902214989766,30.304441530951028]}",107.1190221,30.30444153
1_2_264_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94223370198294,30.154602541559893]}",106.9422337,30.15460254
1_2_265_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9734950738703,30.10447654870602]}",106.9734951,30.10447655
1_2_266_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95786438792662,30.16915524916263]}",106.9578644,30.16915525
1_2_267_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06943514621426,30.20796246943659]}",107.0694351,30.20796247
1_2_268_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10339146395398,30.23221698210782]}",107.1033915,30.23221698
1_2_269_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15567341348974,30.24569171136961]}",107.1556734,30.24569171
1_2_270_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05703839529342,30.18801987012914]}",107.0570384,30.18801987
1_2_271_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.1184831607272,30.30767546597386]}",107.1184832,30.30767547
1_2_272_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13465283584134,30.220898209527913]}",107.1346528,30.22089821
1_2_273_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11902214989766,30.21389135031178]}",107.1190221,30.21389135
1_2_274_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.141120705887,30.230061025425933]}",107.1411207,30.23006103
1_2_275_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.12818496579568,30.281803985791214]}",107.128185,30.28180399
1_2_276_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.14058171671653,30.230061025425933]}",107.1405817,30.23006103
1_2_277_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96002034460851,30.120646223820174]}",106.9600203,30.12064622
1_2_278_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11578821487483,30.23976283049442]}",107.1157882,30.23976283
1_2_279_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.12926294413663,30.290966801689233]}",107.1292629,30.2909668
1_2_280_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10932034482917,30.23598990630112]}",107.1093203,30.23598991
1_2_281_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95301348539238,30.112022397092627]}",106.9530135,30.1120224
1_2_282_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05973334114577,30.213352361141308]}",107.0597333,30.21335236
1_2_283_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05703839529342,30.200416621049985]}",107.0570384,30.20041662
1_2_284_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07913695128275,30.257549473119987]}",107.079137,30.25754947
1_2_285_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02146511004229,30.18586391344725]}",107.0214651,30.18586391
1_2_286_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00529543492813,30.214430339482252]}",107.0052954,30.21443034
1_2_287_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11417124736342,30.249464635562912]}",107.1141712,30.24946464
1_2_288_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13034092247757,30.3087534443148]}",107.1303409,30.30875344
1_2_289_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.16160229436493,30.36157438302103]}",107.1616023,30.36157438
1_2_290_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08452684298747,30.22952203625546]}",107.0845268,30.22952204
1_2_291_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07698099460087,30.199877631879517]}",107.076981,30.19987763
1_2_292_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0705131245552,30.257010483949518]}",107.0705131,30.25701048
1_2_293_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05919435197531,30.196104707686214]}",107.0591944,30.19610471
1_2_294_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0990795505902,30.1982606643681]}",107.0990796,30.19826066
1_2_295_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.1238730524319,30.285576909984517]}",107.1238731,30.28557691
1_2_296_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13465283584134,30.28342095330263]}",107.1346528,30.28342095
1_2_297_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97026113884746,30.108788462069796]}",106.9702611,30.10878846
1_2_298_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.09045572386266,30.19233178349291]}",107.0904557,30.19233178
1_2_299_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95570843124473,30.143283768979984]}",106.9557084,30.14328377
1_2_300_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01230229414426,30.183707956765364]}",107.0123023,30.18370796
1_2_301_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0936896588855,30.287732866666403]}",107.0936897,30.28773287
1_2_302_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10393045312445,30.28611589915499]}",107.1039305,30.2861159
1_2_303_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13087991164804,30.304441530951028]}",107.1308799,30.30444153
1_2_304_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11524922570436,30.23221698210782]}",107.1152492,30.23221698
1_2_305_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0478755793954,30.22035922035744]}",107.0478756,30.22035922
1_2_306_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08506583215794,30.2230541662098]}",107.0850658,30.22305417
1_2_307_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96055933377897,30.099086657001305]}",106.9605593,30.09908666
1_2_308_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10015752893115,30.20418954524329]}",107.1001575,30.20418955
1_2_309_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.99182070566634,30.209040447777536]}",106.9918207,30.20904045
1_2_310_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.12063911740907,30.290427812518764]}",107.1206391,30.29042781
1_2_311_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0899167346922,30.265095321506593]}",107.0899167,30.26509532
1_2_312_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98589182479115,30.142744779809515]}",106.9858918,30.14274478
1_2_313_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.12656799828426,30.248386657221968]}",107.126568,30.24838666
1_2_314_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13896474920512,30.2553935164381]}",107.1389647,30.25539352
1_2_315_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13087991164804,30.241379798005838]}",107.1308799,30.2413798
1_2_316_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.12495103077285,30.297434671734894]}",107.124951,30.29743467
1_2_317_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95570843124473,30.142744779809515]}",106.9557084,30.14274478
1_2_318_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05003153607728,30.22359315538027]}",107.0500315,30.22359316
1_2_319_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08344886464653,30.269407234870368]}",107.0834489,30.26940723
1_2_320_0,1,0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02577702340605,30.196643696856686]}",107.025777,30.1966437
1_2_321_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.09800157224926,30.21712528533461]}",107.0980016,30.21712529
1_2_322_0,1,0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97619001972265,30.18262997842442]}",106.97619,30.18262998
1_2_323_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.09045572386266,30.231677992937346]}",107.0904557,30.23167799
1_2_324_0,1,0,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.14920554344408,30.318994238553763]}",107.1492055,30.31899424
1_2_325_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13680879252323,30.2553935164381]}",107.1368088,30.25539352
1_2_326_0,1,0,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.09854056141974,30.23976283049442]}",107.0985406,30.23976283
